Mod:Item:MetaData, Localized Name
ThermalFoundation:armor.legsLead, Lead Leggings
ThermalFoundation:armor.bootsLead, Lead Boots
ThermalFoundation:tool.swordLead, Lead Sword
ThermalFoundation:tool.shovelLead, Lead Shovel
ThermalFoundation:tool.pickaxeLead, Lead Pickaxe
ThermalFoundation:tool.axeLead, Lead Axe
ThermalFoundation:tool.hoeLead, Lead Hoe
ThermalFoundation:tool.shearsLead, Lead Shears
ThermalFoundation:tool.fishingRodLead, Lead Fishing Rod
ThermalFoundation:tool.sickleLead, Lead Sickle
ThermalFoundation:tool.bowLead, Lead Reinforced Bow
ThermalFoundation:armor.helmetNickel, Ferrous Helmet
ThermalFoundation:armor.plateNickel, Ferrous Chestplate
ThermalFoundation:armor.legsNickel, Ferrous Leggings
ThermalFoundation:armor.bootsNickel, Ferrous Boots
ThermalFoundation:tool.swordNickel, Ferrous Sword
ThermalFoundation:tool.shovelNickel, Ferrous Shovel
ThermalFoundation:tool.pickaxeNickel, Ferrous Pickaxe
ThermalFoundation:tool.axeNickel, Ferrous Axe
ThermalFoundation:tool.hoeNickel, Ferrous Hoe
ThermalFoundation:tool.shearsNickel, Ferrous Shears
ThermalFoundation:tool.fishingRodNickel, Ferrous Fishing Rod
ThermalFoundation:tool.sickleNickel, Ferrous Sickle
ThermalFoundation:tool.bowNickel, Ferrous Reinforced Bow
ThermalFoundation:armor.helmetElectrum, Electrum Helmet
ThermalFoundation:armor.plateElectrum, Electrum Chestplate
ThermalFoundation:armor.legsElectrum, Electrum Leggings
ThermalFoundation:armor.bootsElectrum, Electrum Boots
ThermalFoundation:tool.swordElectrum, Electrum Sword
ThermalFoundation:tool.shovelElectrum, Electrum Shovel
ThermalFoundation:tool.pickaxeElectrum, Electrum Pickaxe
ThermalFoundation:tool.axeElectrum, Electrum Axe
ThermalFoundation:tool.hoeElectrum, Electrum Hoe
ThermalFoundation:tool.shearsElectrum, Electrum Shears
ThermalFoundation:tool.fishingRodElectrum, Electrum Fishing Rod
ThermalFoundation:tool.sickleElectrum, Electrum Sickle
ThermalFoundation:tool.bowElectrum, Electrum Reinforced Bow
ThermalFoundation:armor.helmetInvar, Invar Helmet
ThermalFoundation:armor.plateInvar, Invar Chestplate
ThermalFoundation:armor.legsInvar, Invar Leggings
ThermalFoundation:armor.bootsInvar, Invar Boots
ThermalFoundation:tool.swordInvar, Invar Sword
ThermalFoundation:tool.shovelInvar, Invar Shovel
ThermalFoundation:tool.pickaxeInvar, Invar Pickaxe
ThermalFoundation:tool.axeInvar, Invar Axe
ThermalFoundation:tool.hoeInvar, Invar Hoe
ThermalFoundation:tool.shearsInvar, Invar Shears
ThermalFoundation:tool.fishingRodInvar, Invar Fishing Rod
ThermalFoundation:tool.sickleInvar, Invar Sickle
ThermalFoundation:tool.bowInvar, Invar Reinforced Bow
ThermalFoundation:armor.helmetBronze, Bronze Helmet
ThermalFoundation:armor.plateBronze, Bronze Chestplate
ThermalFoundation:armor.legsBronze, Bronze Leggings
ThermalFoundation:armor.bootsBronze, Bronze Boots
ThermalFoundation:tool.swordBronze, Bronze Sword
ThermalFoundation:tool.shovelBronze, Bronze Shovel
ThermalFoundation:tool.pickaxeBronze, Bronze Pickaxe
ThermalFoundation:tool.axeBronze, Bronze Axe
ThermalFoundation:tool.hoeBronze, Bronze Hoe
ThermalFoundation:tool.shearsBronze, Bronze Shears
ThermalFoundation:tool.fishingRodBronze, Bronze Fishing Rod
ThermalFoundation:tool.sickleBronze, Bronze Sickle
ThermalFoundation:tool.bowBronze, Bronze Reinforced Bow
ThermalFoundation:armor.helmetPlatinum, Shiny Helmet
ThermalFoundation:armor.platePlatinum, Shiny Chestplate
ThermalFoundation:armor.legsPlatinum, Shiny Leggings
ThermalFoundation:armor.bootsPlatinum, Shiny Boots
ThermalFoundation:tool.swordPlatinum, Shiny Sword
ThermalFoundation:tool.shovelPlatinum, Shiny Shovel
ThermalFoundation:tool.pickaxePlatinum, Shiny Pickaxe
ThermalFoundation:tool.axePlatinum, Shiny Axe
ThermalFoundation:tool.hoePlatinum, Shiny Hoe
ThermalFoundation:tool.shearsPlatinum, Shiny Shears
ThermalFoundation:tool.fishingRodPlatinum, Shiny Fishing Rod
ThermalFoundation:tool.sicklePlatinum, Shiny Sickle
ThermalFoundation:tool.bowPlatinum, Shiny Reinforced Bow
ThermalExpansion:wrench:0, Crescent Hammer
ThermalExpansion:tool.battleWrenchInvar, BattleWrench
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Creative Flux Capacitor
ThermalExpansion:capacitor:1, Tuberous Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:satchel:0, Creative Satchel
ThermalExpansion:satchel:1, Satchel
ThermalExpansion:satchel:2, Hardened Satchel
ThermalExpansion:satchel:3, Reinforced Satchel
ThermalExpansion:satchel:4, Resonant Satchel
ThermalExpansion:florb:0, Invalid Item (Destroy) (Empty§r)
ThermalExpansion:florb:1, Invalid Item (Destroy) (Empty§r)
BigReactors:BRIngot:0, Yellorium Ingot
BigReactors:BRIngot:1, Cyanite Ingot
BigReactors:BRIngot:2, Graphite Bar
BigReactors:BRIngot:3, Blutonium Ingot
BigReactors:BRIngot:4, Yellorium Dust
BigReactors:BRIngot:5, Cyanite Dust
BigReactors:BRIngot:6, Graphite Dust
BigReactors:BRIngot:7, Blutonium Dust
BigReactors:BRIngot:8, Ludicrite Ingot
BigReactors:BRIngot:9, Ludicrite Dust
BigReactors:bucketYellorium, Fluid Yellorium Bucket
BigReactors:bucketCyanite, Fluid Cyanite Bucket
BigReactors:BRDebugTool, BeefTronic™ Diagnostics Tool
BiomesOPlenty:food:0, Berry
BiomesOPlenty:food:1, Shroom Powder
BiomesOPlenty:food:2, Wild Carrots
BiomesOPlenty:food:3, Peach
BiomesOPlenty:food:4, Fruit Salad
BiomesOPlenty:food:5, Veggie Salad
BiomesOPlenty:food:6, Shroom Salad
BiomesOPlenty:food:8, Persimmon
BiomesOPlenty:food:9, Filled Honeycomb
BiomesOPlenty:food:10, Ambrosia
BiomesOPlenty:food:11, Turnip
BiomesOPlenty:food:12, Pear
BiomesOPlenty:food:13, Bowl of Rice
BiomesOPlenty:turnipSeeds, Turnip Seeds
BiomesOPlenty:misc:0, Mud Brick
BiomesOPlenty:misc:1, Pile of Ashes
BiomesOPlenty:misc:2, Empty Honeycomb
BiomesOPlenty:misc:3, Chunk of Flesh
BiomesOPlenty:misc:4, Celestial Crystal Shard
BiomesOPlenty:misc:5, Blue Dye
BiomesOPlenty:misc:6, Brown Dye
BiomesOPlenty:misc:7, Green Dye
BiomesOPlenty:misc:8, White Dye
BiomesOPlenty:misc:9, Black Dye
BiomesOPlenty:misc:10, Ghastly Soul
BiomesOPlenty:misc:11, Pixie Dust
BiomesOPlenty:misc:12, Ichor
BiomesOPlenty:misc:13, Pinecone
BiomesOPlenty:gems:0, Ender Amethyst
BiomesOPlenty:gems:1, Ruby
BiomesOPlenty:gems:2, Peridot
BiomesOPlenty:gems:3, Topaz
BiomesOPlenty:gems:4, Tanzanite
BiomesOPlenty:gems:5, Malachite
BiomesOPlenty:gems:6, Sapphire
BiomesOPlenty:gems:7, Amber
BiomesOPlenty:mudball, Mud Ball
BiomesOPlenty:jarEmpty, Empty Jar
BiomesOPlenty:jarFilled:0, Honey Jar
BiomesOPlenty:jarFilled:1, Poison Extract Jar
BiomesOPlenty:jarFilled:2, Pixie Jar
BiomesOPlenty:dartBlower, Dart Blower
BiomesOPlenty:dart:0, Dart
BiomesOPlenty:dart:1, Poison Dart
BiomesOPlenty:ancientStaff:0, Ancient Staff
BiomesOPlenty:ancientStaff:1, Ancient Staff Handle
BiomesOPlenty:ancientStaff:2, Ancient Staff Pole
BiomesOPlenty:ancientStaff:3, Ancient Staff Topper
BiomesOPlenty:ancientStaff:4, Depleted Ancient Staff
BiomesOPlenty:enderporter, Enderporter
BiomesOPlenty:bopBucket, item.bopBucket.name
BiomesOPlenty:record_wanderer, Music Disc
BiomesOPlenty:record_corruption, Music Disc
BiomesOPlenty:biomeFinder, Biome Radar
BiomesOPlenty:biomeEssence, Biome Essence
BiomesOPlenty:swordMud, Muddy Sword
BiomesOPlenty:shovelMud, Muddy Shovel
BiomesOPlenty:pickaxeMud, Muddy Pickaxe
BiomesOPlenty:axeMud, Muddy Axe
BiomesOPlenty:hoeMud, Muddy Hoe
BiomesOPlenty:swordAmethyst, Amethyst Sword
BiomesOPlenty:shovelAmethyst, Amethyst Shovel
BiomesOPlenty:pickaxeAmethyst, Amethyst Pickaxe
BiomesOPlenty:axeAmethyst, Amethyst Axe
BiomesOPlenty:hoeAmethyst, Amethyst Hoe
BiomesOPlenty:scytheWood, Wooden Scythe
BiomesOPlenty:scytheStone, Stone Scythe
BiomesOPlenty:scytheIron, Iron Scythe
BiomesOPlenty:scytheGold, Golden Scythe
BiomesOPlenty:scytheDiamond, Diamond Scythe
BiomesOPlenty:scytheMud, Mud Scythe
BiomesOPlenty:scytheAmethyst, Amethyst Scythe
BiomesOPlenty:helmetMud, Muddy Helmet
BiomesOPlenty:chestplateMud, Muddy Chestplate
BiomesOPlenty:leggingsMud, Muddy Leggings
BiomesOPlenty:bootsMud, Muddy Boots
BiomesOPlenty:helmetAmethyst, Amethyst Helmet
BiomesOPlenty:chestplateAmethyst, Amethyst Chestplate
BiomesOPlenty:leggingsAmethyst, Amethyst Leggings
BiomesOPlenty:bootsAmethyst, Amethyst Boots
BiomesOPlenty:flowerBand:0, Dull Flower Band
BiomesOPlenty:flowerBand:1, Plain Flower Band
BiomesOPlenty:flowerBand:2, Lush Flower Band
BiomesOPlenty:flowerBand:3, Exotic Flower Band
BiomesOPlenty:flippers, Flippers
BiomesOPlenty:wadingBoots, Wading Boots
TwilightForest:item.nagaScale, Naga Scale
TwilightForest:item.plateNaga, Naga Scale Tunic
TwilightForest:item.legsNaga, Naga Scale Leggings
TwilightForest:item.scepterTwilight, Scepter of Twilight
TwilightForest:item.scepterLifeDrain, Scepter of Life Draining
TwilightForest:item.scepterZombie, Zombie Scepter
TwilightForest:item.oreMeter, Ore Meter [WIP]
TwilightForest:item.magicMap:0, Magic Map #0
TwilightForest:item.mazeMap:0, Maze Map #0
TwilightForest:item.oreMap:0, Maze/Ore Map #0
TwilightForest:item.tfFeather, Raven's Feather
TwilightForest:item.magicMapFocus, Magic Map Focus
TwilightForest:item.mazeMapFocus, Maze Map Focus
TwilightForest:item.liveRoot, Liveroot
TwilightForest:item.ironwoodRaw, Raw Ironwood Materials
TwilightForest:item.ironwoodIngot, Ironwood Ingot
TwilightForest:item.ironwoodHelm, Ironwood Helm
TwilightForest:item.ironwoodPlate, Ironwood Plate
TwilightForest:item.ironwoodLegs, Ironwood Legs
TwilightForest:item.ironwoodBoots, Ironwood Boots
TwilightForest:item.ironwoodSword, Ironwood Sword
TwilightForest:item.ironwoodShovel, Ironwood Shovel
TwilightForest:item.ironwoodPick, Ironwood Pick
TwilightForest:item.ironwoodAxe, Ironwood Axe
TwilightForest:item.ironwoodHoe, Ironwood Hoe
TwilightForest:item.torchberries, Torchberries
TwilightForest:item.venisonRaw, Raw Venison
TwilightForest:item.venisonCooked, Venison Steak
TwilightForest:item.hydraChop, Hydra Chop
TwilightForest:item.fieryBlood, Fiery Blood
TwilightForest:item.trophy:0, Hydra Trophy
TwilightForest:item.trophy:1, Naga Trophy
TwilightForest:item.trophy:2, Lich Trophy
TwilightForest:item.trophy:3, Ur-ghast Trophy
TwilightForest:item.trophy:4, Snow Queen Trophy
TwilightForest:item.trophy:5, Minoshroom Trophy
TwilightForest:item.trophy:6, Knight Phantom Trophy
TwilightForest:item.trophy:7, Alpha Yeti Trophy
TwilightForest:item.trophy:8, Questing Ram Trophy
TwilightForest:item.critter:0, Firefly
TwilightForest:item.critter:1, Cicada
TwilightForest:item.critter:2, Moonworm
TwilightForest:item.fieryIngot, Fiery Ingot
TwilightForest:item.fieryHelm, Fiery Helm
TwilightForest:item.fieryPlate, Fiery Plate
TwilightForest:item.fieryLegs, Fiery Legs
TwilightForest:item.fieryBoots, Fiery Boots
TwilightForest:item.fierySword, Fiery Sword
TwilightForest:item.fieryPick, Fiery Pick
TwilightForest:item.steeleafIngot, Steeleaf
TwilightForest:item.steeleafHelm, Steeleaf Helm
TwilightForest:item.steeleafPlate, Steeleaf Plate
TwilightForest:item.steeleafLegs, Steeleaf Legs
TwilightForest:item.steeleafBoots, Steeleaf Boots
TwilightForest:item.steeleafSword, Steeleaf Sword
TwilightForest:item.steeleafShovel, Steeleaf Shovel
TwilightForest:item.steeleafPick, Steeleaf Pick
TwilightForest:item.steeleafAxe, Steeleaf Axe
TwilightForest:item.steeleafHoe, Steeleaf Hoe
TwilightForest:item.minotaurAxe, Minotaur Axe
TwilightForest:item.mazebreakerPick, Mazebreaker
TwilightForest:item.transformPowder, Transformation Powder
TwilightForest:item.meefRaw, Raw Meef
TwilightForest:item.meefSteak, Meef Steak
TwilightForest:item.meefStroganoff, Meef Stroganoff
TwilightForest:item.mazeWafer, Maze Wafer
TwilightForest:item.emptyMagicMap, Blank Magic Map
TwilightForest:item.emptyMazeMap, Blank Maze Map
TwilightForest:item.emptyOreMap, Blank Maze/Ore Map
TwilightForest:item.oreMagnet, Ore Magnet
TwilightForest:item.crumbleHorn, Crumble Horn
TwilightForest:item.peacockFan, Peacock Feather Fan
TwilightForest:item.moonwormQueen, Moonworm Queen
TwilightForest:item.charmOfLife1, Charm of Life I
TwilightForest:item.charmOfLife2, Charm of Life II
TwilightForest:item.charmOfKeeping1, Charm of Keeping I
TwilightForest:item.charmOfKeeping2, Charm of Keeping II
TwilightForest:item.charmOfKeeping3, Charm of Keeping III
TwilightForest:item.towerKey, Tower Key
TwilightForest:item.borerEssence, Borer Essence
TwilightForest:item.carminite, Carminite
TwilightForest:item.experiment115, Experiment 115
TwilightForest:item.armorShards, Armor Shard
TwilightForest:item.knightMetal, Knightmetal Ingot
TwilightForest:item.shardCluster, Armor Shard Cluster
TwilightForest:item.knightlyHelm, Knightly Helm
TwilightForest:item.knightlyPlate, Knightly Plate
TwilightForest:item.knightlyLegs, Knightly Greaves
TwilightForest:item.knightlyBoots, Knightly Boots
TwilightForest:item.knightlySword, Knightly Sword
TwilightForest:item.knightlyPick, Knightly Pick
TwilightForest:item.knightlyAxe, Knightly Axe
TwilightForest:item.phantomHelm, Phantom Helm
TwilightForest:item.phantomPlate, Phantom Plate
TwilightForest:item.lampOfCinders, Lamp of Cinders
TwilightForest:item.fieryTears, Fiery Tears
TwilightForest:item.alphaFur, Alpha Yeti Fur
TwilightForest:item.yetiHelm, Yeti Horned Helm
TwilightForest:item.yetiPlate, Yeti Jacket
TwilightForest:item.yetiLegs, Yeti Leggings
TwilightForest:item.yetiBoots, Yeti Boots
TwilightForest:item.iceBomb, Ice Bomb
TwilightForest:item.arcticFur, Arctic Fur
TwilightForest:item.arcticHelm, Arctic Hood
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
TwilightForest:item.doorTwilight, Twilight Oak Door
TwilightForest:item.doorCanopy, Canopy Tree Door
TwilightForest:item.doorMangrove, Mangrove Door
TwilightForest:item.doorDarkwood, Darkwood Door
TwilightForest:item.doorTime, Timewood Door
TwilightForest:item.doorTrans, Transwood Door
TwilightForest:item.doorMine, Minewood Door
TwilightForest:item.doorSort, Sortingwood Door
TwilightForest:item.null:0, Cloth Of The Adherent
TwilightForest:item.null:1, Fragment Of The Harbinger
chisel:upgrade:0, Speed Upgrade
chisel:upgrade:1, Automation Upgrade
chisel:upgrade:2, Stack Upgrade
chisel:upgrade:3, Reversion Upgrade
chisel:ballomoss, Ball O' Moss
chisel:chisel, Chisel
chisel:diamondChisel, Diamond Chisel
chisel:obsidianChisel, Obsidian Chisel
chisel:netherStarChisel, Nether Star Chisel
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
customnpcs:npcWand, Npc Wand
customnpcs:npcMobCloner, Mob Cloner
customnpcs:npcScripter, Scripter
customnpcs:npcMovingPath, Npc Pather
customnpcs:npcMounter, Mounter
customnpcs:npcTeleporter, Teleporter
customnpcs:scripted_item:0, Scripted Item
customnpcs:linked_item:0, Linked Item
customnpcs:npcTool:0, Npc Hammer
customnpcs:npcTool:1, Npc Brush
customnpcs:npcTool:2, Magic Book
customnpcs:npcSoulstoneEmpty, Soulstone Empty
customnpcs:npcSoulstoneFilled, Soulstone Filled
customnpcs:npcBanjo, Banjo
customnpcs:npcViolin, Violin
customnpcs:npcViolinBow, Violin Bow
customnpcs:npcHarp, Harp
customnpcs:npcGuitar, Guitar
customnpcs:npcFrenchHorn, French Horn
customnpcs:npcOcarina, Ocarina
customnpcs:npcClarinet, Clarinet
customnpcs:npcWoodenGun, Wooden Gun
customnpcs:npcWoodenBullet, Wooden Bullet
customnpcs:npcStoneGun, Stone Gun
customnpcs:npcStoneBullet, Stone Bullet
customnpcs:npcIronGun, Iron Gun
customnpcs:npcIronBullet, Iron Bullet
customnpcs:npcGoldGun, Golden Gun
customnpcs:npcGoldenBullet, Golden Bullet
customnpcs:npcDiamondGun, Diamond Gun
customnpcs:npcDiamondBullet, Diamond Bullet
customnpcs:npcBronzeGun, Bronze Gun
customnpcs:npcBronzeBullet, Bronze Bullet
customnpcs:npcEmeraldGun, Emerald Gun
customnpcs:npcEmeraldBullet, Emerald Bullet
customnpcs:npcMachineGun, Machine Gun
customnpcs:npcBlackBullet, Black Bullet
customnpcs:npcWoodenTrident, Wooden Trident
customnpcs:npcStoneTrident, Stone Trident
customnpcs:npcIronTrident, Iron Trident
customnpcs:npcGoldTrident, Golden Trident
customnpcs:npcDiamondTrident, Diamond Trident
customnpcs:npcBronzeTrident, Bronze Trident
customnpcs:npcEmeraldTrident, Emerald Trident
customnpcs:npcCursedTrident, Cursed Trident
customnpcs:npcDemonicTrident, Demonic Trident
customnpcs:npcFrostTrident, Frost Trident
customnpcs:npcMithrilTrident, Mithril Trident
customnpcs:npcNatureSpell, Nature Spell
customnpcs:npcArcaneSpell, Arcane Spell
customnpcs:npcLightningSpell, Lightning Spell
customnpcs:npcIceSpell, Ice Spell
customnpcs:npcFireSpell, Fire Spell
customnpcs:npcDarkSpell, Dark Spell
customnpcs:npcHolySpell, Holy Spell
customnpcs:npcOrb:0, Orb
customnpcs:npcOrb:1, Orb
customnpcs:npcOrb:2, Orb
customnpcs:npcOrb:3, Orb
customnpcs:npcOrb:4, Orb
customnpcs:npcOrb:5, Orb
customnpcs:npcOrb:6, Orb
customnpcs:npcOrb:7, Orb
customnpcs:npcOrb:8, Orb
customnpcs:npcOrb:9, Orb
customnpcs:npcOrb:10, Orb
customnpcs:npcOrb:11, Orb
customnpcs:npcOrb:12, Orb
customnpcs:npcOrb:13, Orb
customnpcs:npcOrb:14, Orb
customnpcs:npcOrb:15, Orb
customnpcs:npcMana, Mana
customnpcs:npcBrokenOrb:0, BrokenOrb
customnpcs:npcBrokenOrb:1, BrokenOrb
customnpcs:npcBrokenOrb:2, BrokenOrb
customnpcs:npcBrokenOrb:3, BrokenOrb
customnpcs:npcBrokenOrb:4, BrokenOrb
customnpcs:npcBrokenOrb:5, BrokenOrb
